NRO_RADICADO,NUMERO_EXPEDIENTE,FECHA_ACCIDENTE,ID_ZONA,GRAVEDAD,DESC_CLASE_ACCIDENTE,HORA_ACCIDENTE,AREA,SECTOR,ZONA,DISENO,ESTADO_TIEMPO,VIA_ACCID,POSIBLE_CAUSA
11778,A000001052,dic/20/2019 09:00 a. m.,5,h,Caida Ocupante,dic/20/2019 09:00 a. m.,1,1,1,1,1,Carrera 60 X Calle 87 Sur,143
11779,A000001053,dic/20/2019 05:50 a. m.,18,h,Caida Ocupante,dic/20/2019 05:50 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 52,143
11780,A000001055,dic/20/2019 02:30 p. m.,5,h,Caida Ocupante,dic/20/2019 02:30 p. m.,1,1,1,1,1,Calle 95 Sur X Carrera 55,143
11781,A0000000164,feb/21/2020 07:00 a. m.,14,h,Otro,feb/21/2020 07:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 83 Sur,157
11783,A00000962,nov/20/2019 05:50 a. m.,19,d,Choque,nov/20/2019 05:50 a. m.,1,2,1,2,1,Calle 77 Sur X Carrera 54,143
11789,A0000000115,feb/09/2020 07:50 p. m.,8,d,Choque,feb/09/2020 07:50 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 55,143
11812,A0000000199,mar/06/2020 04:55 a. m.,2,d,Choque,mar/06/2020 04:55 a. m.,1,2,1,1,1,Calle 100 Sur X Carrera 49D,157
11818,A0000000183,feb/28/2020 08:20 p. m.,3,h,Choque,feb/28/2020 08:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 78 Sur,121
11819,A0000000131,feb/15/2020 12:00 p. m.,2,d,Choque,feb/15/2020 12:00 p. m.,1,3,1,2,1,Carrera 50 X Calle 100 Sur,143
11828,A000001068,dic/25/2019 09:10 p. m.,2,d,Volcamiento,dic/25/2019 09:10 p. m.,1,2,1,1,1,Calle 100 Sur X Carrera 48,157
11829,A0000000174,ene/26/2020 11:10 a. m.,4,d,Choque,ene/26/2020 11:10 a. m.,1,2,1,1,1,Calle 100 Sur X Carrera 48,121
11830,A0000000179,feb/27/2020 01:00 p. m.,2,h,Choque,feb/27/2020 01:00 p. m.,1,2,1,1,1,Calle 100 Sur X Carrera 48D,157
11832,A0000000172,feb/25/2020 12:50 a. m.,5,h,Caida Ocupante,feb/25/2020 12:50 a. m.,1,1,1,1,1,Calle 98 Sur X Carrera 55,157
11833,A0000000173,feb/25/2020 03:20 p. m.,3,d,Choque,feb/25/2020 03:20 p. m.,1,3,1,1,1,Carrera 50 X Calle 79 Sur,121
11834,A00000940,nov/10/2019 01:30 p. m.,3,d,Choque,nov/10/2019 01:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,121
11835,A000001048,dic/18/2019 08:00 p. m.,15,h,Caida Ocupante,dic/18/2019 08:00 p. m.,1,1,1,1,1,Calle 75B Sur X Carrera 62A,143
11836,A000001023,dic/11/2019 11:50 a. m.,3,d,Choque,dic/11/2019 11:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 89 Sur,145
11866,A0000000202,mar/08/2020 11:40 a. m.,12,h,Choque,mar/08/2020 11:40 a. m.,1,3,1,2,1,Carrera 50 X Calle 96A Sur,143
11867,A0000000204,mar/06/2020 05:45 p. m.,2,d,Choque,mar/06/2020 05:45 p. m.,1,1,1,1,1,Calle 100B Sur X Carrera 50,143
11868,A0000000205,mar/09/2020 03:30 a. m.,3,h,Choque,mar/09/2020 03:30 a. m.,1,2,1,1,1,Carrera 50 X Calle 79C,114
11869,A0000000206,mar/09/2020 01:01 p. m.,3,h,Choque,mar/09/2020 01:01 p. m.,1,2,1,1,1,Carrera 50 X Calle 79C Sur,112
11870,A0000000207,mar/09/2020 02:00 p. m.,19,h,Caida Ocupante,mar/09/2020 02:00 p. m.,1,2,1,2,1,Calle 77 Sur X Carrera 54,157
11871,A0000000208,mar/09/2020 04:00 p. m.,2,h,Choque,mar/09/2020 04:00 p. m.,1,2,1,1,1,Carrera 50 X Calle 97B Sur,104
11872,A0000000209,mar/09/2020 09:30 p. m.,3,h,Caida Ocupante,mar/09/2020 09:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 98B Sur,157
11875,A0000000214,mar/12/2020 07:30 p. m.,19,d,Choque,mar/12/2020 07:30 p. m.,1,1,1,1,1,Carrera 54 X Calle 77 Sur,121
11876,A0000000215,mar/13/2020 03:00 p. m.,3,h,Caida Ocupante,mar/13/2020 03:00 p. m.,1,2,1,1,1,Carrera 50 X Calle 98 Sur,212
11877,A0000000210,mar/10/2020 05:55 p. m.,2,d,Choque,mar/10/2020 05:55 p. m.,1,1,1,2,1,Calle 100 Sur X Carrera 49D,132
11878,A0000000177,feb/26/2020 07:30 p. m.,3,d,Choque,feb/26/2020 07:30 p. m.,1,3,1,1,1,Carrera 50 X Calle 78 Sur,105
10635,A00001007,dic/12/2018 09:30 a. m.,9,h,Caida Ocupante,dic/12/2018 09:30 a. m.,1,1,1,1,1,Calle 74 Sur X Carrera 57,140
10636,A00001008,dic/12/2018 10:10 p. m.,2,h,Caida Ocupante,dic/12/2018 10:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 98A Sur,140
10637,A00001010,dic/13/2018 05:50 a. m.,23,h,Caida Ocupante,dic/13/2018 05:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,140
10638,A00001014,dic/14/2018 05:00 p. m.,1,h,Caida Ocupante,dic/14/2018 05:00 p. m.,1,1,1,1,1,Calle 81 Sur X Carrera 60,140
10639,A00001017,dic/15/2018 02:40 a. m.,20,h,Atropello,dic/15/2018 02:40 a. m.,1,1,1,1,1,Carrera 62 X Calle 80 Sur,409
10641,A00001018,dic/15/2018 09:20 p. m.,2,h,Otro,dic/15/2018 09:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 98 Sur,140
10642,A00001020,dic/16/2018 01:00 p. m.,3,h,Atropello,dic/16/2018 01:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,409
10643,A00001021,dic/16/2018 03:50 p. m.,3,h,Caida Ocupante,dic/16/2018 03:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 98 Sur,140
10645,A00001024,dic/17/2018 12:40 p. m.,2,h,Caida Ocupante,dic/17/2018 12:40 p. m.,1,1,1,1,1,Calle 100B Sur X Carrera 66,140
10646,A00001025,dic/17/2018 08:00 p. m.,19,h,Caida Ocupante,dic/17/2018 08:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 57D,140
10647,A00000970,dic/03/2018 09:00 a. m.,1,h,Caida Ocupante,dic/03/2018 09:00 a. m.,1,1,1,1,1,Calle 81 Sur X Carrera 63,140
10812,A00001035,dic/22/2018 04:00 p. m.,3,d,Choque,dic/22/2018 04:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,143
10814,A00001036,dic/22/2018 07:00 a. m.,3,h,Atropello,dic/22/2018 07:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,409
10817,A00001038,dic/25/2018 02:00 a. m.,23,h,Caida Ocupante,dic/25/2018 02:00 a. m.,1,1,1,1,1,Calle 79 Sur X Carrera 52,140
10818,A00001039,dic/05/2018 09:40 a. m.,2,m,Volcamiento,dic/05/2018 09:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,140
10841,A00000290,abr/06/2019 03:00 a. m.,3,d,Choque,abr/06/2019 03:00 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 56,143
10842,A00000965,nov/30/2018 06:30 a. m.,26,d,Choque,nov/30/2018 06:30 a. m.,1,1,1,1,1,Calle 87 Sur X Carrera 55 Sur,143
10855,A00000894,nov/02/2018 09:50 p. m.,3,d,Choque,nov/02/2018 09:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,143
10910,A00000971,dic/30/2018 06:20 p. m.,2,h,Volcamiento,dic/30/2018 06:20 p. m.,1,1,1,1,1,Carrera 48 X Calle 98 Sur,143
10911,A00000177,feb/27/2019 06:50 a. m.,4,d,Choque,feb/27/2019 06:50 a. m.,1,1,1,1,1,Carrera 48 X Calle 79C Sur,143
10916,A00000342,abr/26/2019 06:00 a. m.,19,d,Choque,abr/26/2019 06:00 a. m.,1,1,1,2,1,Calle 77 Sur X Carrera 57B,143
10917,A00000343,abr/26/2019 01:00 p. m.,23,d,Choque,abr/26/2019 01:00 p. m.,1,1,1,1,1,Carrera 52 X Calle 79 Sur,140
10918,A00000345,abr/26/2019 04:30 p. m.,20,d,Choque,abr/26/2019 04:30 p. m.,1,1,1,1,1,Carrera 63 X Calle 80 Sur,143
10919,A00000346,abr/26/2019 06:00 p. m.,3,h,Otro,abr/26/2019 06:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 94B Sur,140
10920,A00000347,abr/27/2019 07:40 a. m.,3,h,Otro,abr/27/2019 07:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 83 Sur,140
10921,A00000348,abr/27/2019 09:30 a. m.,14,h,Atropello,abr/27/2019 09:30 a. m.,1,1,1,1,1,Carrera 55 X Calle 83C Sur,409
10922,A00000349,abr/27/2019 01:00 p. m.,4,d,Choque,abr/27/2019 01:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,143
10923,A00000350,abr/28/2019 07:35 p. m.,3,h,Caida Ocupante,abr/28/2019 07:35 p. m.,1,1,1,1,1,Carrera 49D X Calle 94 Sur,140
10924,A00000351,abr/28/2019 07:57 a. m.,3,h,Caida Ocupante,abr/28/2019 07:57 a. m.,1,1,1,1,1,Carrera 50 X Calle 95 Sur,143
10925,A00000352,abr/28/2019 10:20 a. m.,2,h,Atropello,abr/28/2019 10:20 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,409
11000,A00000373,may/04/2019 03:00 p. m.,2,d,Choque,may/04/2019 03:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 101 Sur,143
11001,A00000365,may/02/2019 04:20 a. m.,24,h,Choque,may/02/2019 04:20 a. m.,1,1,1,1,1,Carrera 65B X Calle 87 Sur,143
11003,A00001046,dic/27/2018 04:10 p. m.,18,h,Choque,dic/27/2018 04:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
11005,A00000074,ene/23/2019 01:45 p. m.,3,d,Choque,ene/23/2019 01:45 p. m.,1,1,1,1,1,Calle 80 Sur X Carrera 50,143
11006,A00000404,may/16/2019 06:05 a. m.,23,h,Choque,may/16/2019 06:05 a. m.,1,1,1,1,1,Carrera 53 X Calle 75AB Sur,143
11007,A00000400,may/14/2019 07:00 a. m.,3,h,Choque,may/14/2019 07:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
11008,A00000403,may/12/2019 02:10 a. m.,4,h,Volcamiento,may/12/2019 02:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 48 Sur,140
11009,A00000367,may/02/2019 01:10 p. m.,16,h,Atropello,may/02/2019 01:10 p. m.,1,1,1,1,1,Calle 83C Sur X Carrera 55,409
11010,A00000368,may/02/2019 01:40 p. m.,18,h,Choque,may/02/2019 01:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
11011,A00000369,may/03/2019 09:00 a. m.,17,d,Choque,may/03/2019 09:00 a. m.,1,1,1,2,1,Calle 80 Sur X Carrera 55,143
11012,A00000370,may/03/2019 06:40 p. m.,3,d,Choque,may/03/2019 06:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,143
11013,A00000371,may/03/2019 05:30 p. m.,2,d,Choque,may/03/2019 05:30 p. m.,1,1,1,1,1,Calle 100 Sur X Carrera 49BB,143
11014,A00000372,may/03/2019 07:30 a. m.,2,d,Choque,may/03/2019 07:30 a. m.,1,1,1,1,1,Calle 99 Sur X Carrera 49D,143
11025,A00000958,nov/27/2018 10:40 a. m.,3,d,Choque,nov/27/2018 10:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
11026,A00000947,nov/24/2018 06:55 p. m.,2,d,Choque,nov/24/2018 06:55 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,143
11027,A00000055,ene/23/2019 01:00 p. m.,20,d,Choque,ene/23/2019 01:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 62,143
11066,A00000424,may/24/2019 11:00 a. m.,3,d,Choque,may/24/2019 11:00 a. m.,1,1,1,1,1,Calle 97B Sur X Carrera 50,143
11067,A00000425,may/24/2019 05:30 p. m.,18,d,Choque,may/24/2019 05:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 77A Sur,143
11068,A00000426,may/25/2019 09:50 p. m.,3,d,Choque,may/25/2019 09:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
11069,A00000427,may/24/2019 12:50 p. m.,23,d,Choque,may/24/2019 12:50 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 50,143
11070,A00000078,ene/28/2019 03:20 p. m.,7,h,Choque,ene/28/2019 03:20 p. m.,1,1,1,1,1,Calle 82A Sur X Carrera 56,143
11071,A00000048,ene/22/2019 01:20 p. m.,9,h,Choque,ene/22/2019 01:20 p. m.,1,1,1,1,1,Calle 75 Sur X Carrera 54,143
11178,A00000111,feb/05/2019 09:30 p. m.,2,d,Choque,feb/05/2019 09:30 p. m.,1,1,1,1,1,Calle 100 Sur X Carrera 48,143
11179,A00000169,feb/25/2019 03:30 p. m.,18,d,Choque,feb/25/2019 03:30 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 50A,143
11253,A00000595,jul/22/2019 09:50 a. m.,19,h,Caida Ocupante,jul/22/2019 09:50 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 50A,140
11254,A00000596,jul/22/2019 12:20 p. m.,23,d,Choque,jul/22/2019 12:20 p. m.,1,1,1,2,1,Carrera 48 X Calle 79C Sur,143
11255,A00000574,jul/17/2019 08:30 a. m.,23,h,Otro,jul/17/2019 08:30 a. m.,1,1,1,1,1,Calle 79 Sur X Carrera 53,140
11256,A00000594,jul/23/2019 05:00 p. m.,24,d,Choque,jul/23/2019 05:00 p. m.,1,1,1,1,1,Calle 87 Sur X Carrera 61,143
11257,A00000588,jul/22/2019 03:00 p. m.,3,d,Choque,jul/22/2019 03:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,140
11483,A00000770,sept/18/2019 07:40 a. m.,19,h,Choque,sept/18/2019 07:40 a. m.,1,1,1,2,1,Calle 77 Sur X Carrera 59,143
11484,A00000754,sept/13/2019 03:30 p. m.,2,h,Choque,sept/13/2019 03:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,143
11485,A00000761,sept/14/2019 11:40 a. m.,4,d,Choque,sept/14/2019 11:40 a. m.,1,1,1,1,1,Carrera 48 X Calle 79C Sur,143
11486,A00000762,sept/14/2019 10:30 p. m.,18,h,Caida Ocupante,sept/14/2019 10:30 p. m.,1,1,1,5,1,Carrera 50 X Calle 77 Sur,140
11487,A00000763,sept/14/2019 07:00 a. m.,11,h,Choque,sept/14/2019 07:00 a. m.,1,1,1,1,1,Calle 73 Sur X Carrera 64,143
11488,A00000764,sept/14/2019 06:00 a. m.,18,d,Choque,sept/14/2019 06:00 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 50A,143
11489,A00000765,sept/15/2019 03:10 a. m.,3,h,Caida Ocupante,sept/15/2019 03:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,140
11490,A00000766,sept/16/2019 05:40 a. m.,15,h,Caida Ocupante,sept/16/2019 05:40 a. m.,1,1,1,1,1,Carrera 62A X Calle 74 Sur,140
11491,A00000767,sept/16/2019 06:50 a. m.,12,h,Choque,sept/16/2019 06:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 95 Sur,143
11492,A00000771,sept/18/2019 07:40 a. m.,19,h,Caida Ocupante,sept/18/2019 07:40 a. m.,1,1,1,1,1,Calle 75AB Sur X Carrera 57,140
12291,A000000310,may/15/2020 04:00 p. m.,14,h,Choque,may/15/2020 04:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,121
12294,A000000318,may/19/2020 10:45 a. m.,17,h,Caida Ocupante,may/19/2020 10:45 a. m.,1,1,1,1,1,Carrera 55 X Calle 80 Sur,303
12327,A00000961,nov/19/2019 05:10 p. m.,19,d,Choque,nov/19/2019 05:10 p. m.,1,3,1,1,1,Calle 77 Sur X Carrera 60,106
12328,A000001063,dic/23/2019 01:40 p. m.,26,h,Choque,dic/23/2019 01:40 p. m.,1,1,1,2,1,Carrera 55 X Calle 793 Sur,106
12329,A0000000031,ene/16/2020 05:30 a. m.,2,d,Choque,ene/16/2020 05:30 a. m.,1,1,1,1,1,Calle 100 Sur X Carrera 52A,112
12345,A000000514,ago/14/2020 02:10 p. m.,5,d,Choque,ago/14/2020 02:10 p. m.,1,1,1,1,1,Calle 96B Sur X Carrera 55,121
12347,A000000511,ago/14/2020 10:00 a. m.,18,d,Choque,ago/14/2020 10:00 a. m.,1,1,1,1,1,Carrera 52D X Calle 75AB Sur,121
12349,A000000513,ago/14/2020 07:10 p. m.,12,h,Volcamiento,ago/14/2020 07:10 p. m.,1,1,1,1,1,Calle 96B Sur X Carrera 55,202
12350,A000000519,ago/18/2020 06:20 p. m.,4,d,Choque,ago/18/2020 06:20 p. m.,1,2,1,1,2,Carrera 48 X Calle 100 Sur,121
12353,A000000540,ago/22/2020 02:30 p. m.,4,d,Choque,ago/22/2020 02:30 p. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,132
12354,A000000541,ago/25/2020 04:40 p. m.,2,d,Choque,ago/25/2020 04:40 p. m.,1,3,1,1,1,Carrera 50 X Calle 100 Sur,112
12355,A000000542,ago/26/2020 04:00 p. m.,4,d,Choque,ago/26/2020 04:00 p. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,157
12356,A000000543,ago/26/2020 08:00 p. m.,8,h,Choque,ago/26/2020 08:00 p. m.,1,2,1,1,1,Carrera 55 X Calle 79 Sur,112
12357,A000000544,ago/26/2020 06:20 a. m.,2,h,Caida Ocupante,ago/26/2020 06:20 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,132
12370,A000000560,sept/01/2020 11:15 a. m.,19,d,Choque,sept/01/2020 11:15 a. m.,1,2,1,1,1,Carrera 54 X Calle 75AB Sur,112
12371,A000000561,sept/01/2020 08:00 a. m.,3,h,Caida Ocupante,sept/01/2020 08:00 a. m.,1,3,1,1,1,Carrera 50 X Calle 80 Sur,143
12384,A000001037,dic/13/2019 06:55 p. m.,2,d,Choque,dic/13/2019 06:55 p. m.,1,2,2,1,1,Calle 100 Sur X Carrera 48,112
12399,A0000000098,feb/04/2020 07:20 p. m.,4,d,Choque,feb/04/2020 07:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,112
12402,A000001034,dic/15/2019 03:15 a. m.,14,d,Choque,dic/15/2019 03:15 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,114
12428,A000000581,sept/09/2020 12:10 p. m.,10,d,Choque,sept/09/2020 12:10 p. m.,1,1,1,2,1,Carrera 59 X Calle 80 Sur,121
12429,A000000582,sept/10/2020 05:45 p. m.,3,h,Choque,sept/10/2020 05:45 p. m.,1,1,1,1,1,Carrera 50 X Calle 92 Sur,157
12430,A000000583,sept/10/2020 01:20 p. m.,14,h,Caida Ocupante,sept/10/2020 01:20 p. m.,1,1,1,1,1,Calle 87 Sur X Carrera 60,139
12431,A000000584,sept/10/2020 08:30 p. m.,2,h,Caida Ocupante,sept/10/2020 08:30 p. m.,1,1,1,1,1,Calle 100B Sur X Carrera 48BB,112
12440,A0000000077,ene/26/2020 03:10 p. m.,2,d,Choque,ene/26/2020 03:10 p. m.,1,3,4,1,1,Calle 100 X Carrera 48,121
12441,A000000570,sept/06/2020 07:30 p. m.,14,h,Caida Ocupante,sept/06/2020 07:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,119
12442,A000000571,sept/07/2020 06:00 p. m.,5,h,Caida Ocupante,sept/07/2020 06:00 p. m.,1,1,1,1,1,Calle 95 Sur X Carrera 52,157
12443,A000000572,sept/07/2020 03:30 p. m.,2,h,Caida Ocupante,sept/07/2020 03:30 p. m.,1,1,1,1,1,Calle 99 Sur X Carrera 52,157
12444,A000000573,sept/08/2020 07:10 a. m.,2,d,Choque,sept/08/2020 07:10 a. m.,1,3,1,1,1,Calle 100 Sur X Carrera 50,121
12445,A000000576,sept/09/2020 05:50 a. m.,2,h,Caida Ocupante,sept/09/2020 05:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 102 Sur,157
12446,A000000574,sept/08/2020 02:45 p. m.,23,d,Choque,sept/08/2020 02:45 p. m.,1,1,1,2,1,Calle 79 Sur X Carrera 53,139
12447,A000000577,sept/09/2020 08:00 a. m.,14,h,Choque,sept/09/2020 08:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,112
12448,A000000579,sept/09/2020 03:00 p. m.,18,h,Caida Ocupante,sept/09/2020 03:00 p. m.,1,1,1,2,1,Carrera 52 X Calle 75AB,119
12449,A000000810,nov/21/2020 01:00 p. m.,18,d,Choque,nov/21/2020 01:00 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 51,157
12450,A000000811,nov/21/2020 11:05 a. m.,3,d,Choque,nov/21/2020 11:05 a. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,157
12482,A000000770,nov/04/2020 07:15 a. m.,18,d,Choque,nov/04/2020 07:15 a. m.,1,2,1,1,1,Calle 77 Sur X Carrera 52,121
6838,A000213462,may/19/2015 06:20 p. m.,18,h,Caida Ocupante,may/19/2015 06:20 p. m.,1,1,1,1,1,Carrera 52 X Calle 77 Sur,140
6839,A000213411,may/04/2015 10:50 a. m.,3,d,Choque,may/04/2015 10:50 a. m.,1,2,1,1,1,Carrera 50 X Calle 77 Sur,143
6840,A000213435,may/11/2015 05:20 p. m.,3,d,Choque,may/11/2015 05:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
6841,A000213397,abr/27/2015 02:30 p. m.,1,d,Choque,abr/27/2015 02:30 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 59,143
6842,A000213436,may/11/2015 06:40 a. m.,6,d,Choque,may/11/2015 06:40 a. m.,1,1,1,1,1,Carrera 55 X Calle 80 Sur,143
6843,A000213434,may/11/2015 06:20 p. m.,4,d,Choque,may/11/2015 06:20 p. m.,1,1,1,1,1,Carrera 48 X Calle 79C Sur,143
6844,A000213375,abr/19/2015 03:40 a. m.,3,d,Choque,abr/19/2015 03:40 a. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,143
6845,A000213442,may/10/2015 09:00 a. m.,14,d,Choque,may/10/2015 09:00 a. m.,1,1,1,1,1,Carrera 55E X Calle 83 Sur,143
6846,A000213450,may/16/2015 12:10 a. m.,3,h,Caida Ocupante,may/16/2015 12:10 a. m.,1,2,1,1,1,Carrera 50 X Calle 78 Sur,140
6847,A000213449,may/15/2015 08:30 p. m.,2,h,Atropello,may/15/2015 08:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,409
6848,A000213441,may/13/2015 04:10 p. m.,23,d,Choque,may/13/2015 04:10 p. m.,1,1,1,1,1,Calle 79C Sur X Carrera 52,143
6849,A000213404,abr/30/2015 10:15 a. m.,4,d,Choque,abr/30/2015 10:15 a. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,143
6850,A000213410,may/01/2015 10:00 a. m.,14,h,Caida Ocupante,may/01/2015 10:00 a. m.,1,1,1,1,1,Calle 88 Sur X Carrera 53,140
6851,A000213427,may/09/2015 07:40 p. m.,19,d,Choque,may/09/2015 07:40 p. m.,1,1,1,1,1,Carrera 59 X Calle 77 Sur,143
6852,A000213457,may/17/2015 01:40 p. m.,2,h,Atropello,may/17/2015 01:40 p. m.,1,1,1,1,1,Calle 100C Sur X Carrera 48C,409
6853,A000213454,may/18/2015 12:10 a. m.,13,d,Choque,may/18/2015 12:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 97 Sur,143
6854,A000213439,may/12/2015 01:00 p. m.,3,d,Choque,may/12/2015 01:00 p. m.,1,2,1,1,1,Carrera 50 X Calle 78 Sur,143
6855,A000213414,may/06/2015 07:50 p. m.,23,d,Choque,may/06/2015 07:50 p. m.,1,2,1,1,1,Carrera 55 X Calle 79B Sur,143
6856,A000213453,may/18/2015 02:25 p. m.,9,h,Choque,may/18/2015 02:25 p. m.,1,1,1,1,1,Calle 75 Sur X Carrera 54,143
6878,A000213489,jun/02/2015 03:45 p. m.,15,h,Atropello,jun/02/2015 03:45 p. m.,1,1,1,1,1,Carrera 62A X Calle 75AA Sur,406
6879,A000213477,may/28/2015 01:00 a. m.,2,h,Atropello,may/28/2015 01:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 98 Sur,409
6880,A000213488,jun/01/2015 08:30 p. m.,13,h,Choque,jun/01/2015 08:30 p. m.,1,2,1,1,1,Carrera 50 X Calle 98 Sur,143
7030,A000265889,may/15/2015 07:20 a. m.,3,h,Caida Ocupante,may/15/2015 07:20 a. m.,1,1,1,1,1,Carrera 50 X Calle 97B Sur,140
7031,A000265902,jul/10/2015 08:30 p. m.,3,h,Atropello,jul/10/2015 08:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 84 Sur,409
7032,A000265899,jul/09/2015 08:10 a. m.,14,h,Atropello,jul/09/2015 08:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 83 Sur,409
7034,A000265897,jul/08/2015 07:30 p. m.,13,h,Caida Ocupante,jul/08/2015 07:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 97 Sur,140
7035,A000265916,jul/15/2015 08:30 a. m.,15,h,Atropello,jul/15/2015 08:30 a. m.,1,1,1,1,1,Carrera 62A X Calle 73 Sur,409
7036,A000265914,jul/16/2015 07:30 a. m.,9,h,Caida Ocupante,jul/16/2015 07:30 a. m.,1,1,1,1,1,Calle 75 Sur X Carrera 54,140
7037,A000265917,jul/16/2015 07:00 a. m.,14,h,Caida Ocupante,jul/16/2015 07:00 a. m.,1,1,1,1,1,Carrera 55 X Calle 83 Sur,143
7038,A000265940,jul/21/2015 04:30 p. m.,3,d,Choque,jul/21/2015 04:30 p. m.,1,1,1,1,1,Carrera 54 X Calle 79C Sur,143
7039,A000265938,jul/21/2015 09:50 a. m.,7,h,Caida Ocupante,jul/21/2015 09:50 a. m.,1,1,1,1,1,Calle 81 Sur X Carrera 57,140
7040,A000265900,jul/09/2015 03:20 p. m.,5,d,Choque,jul/09/2015 03:20 p. m.,1,1,1,1,1,Carrera 54 X Calle 96 Sur,143
7041,A000265934,jul/17/2015 06:20 p. m.,3,d,Choque,jul/17/2015 06:20 p. m.,1,2,1,1,1,Carrera 50 X Calle 79C Sur,143
7057,A000265891,jul/06/2015 03:00 p. m.,5,h,Atropello,jul/06/2015 03:00 p. m.,1,1,1,1,1,Calle 95 Sur X Carrera 55,409
7058,A000265939,jul/21/2015 07:30 a. m.,5,h,Caida Ocupante,jul/21/2015 07:30 a. m.,1,1,1,1,1,Carrera 51 X Calle 91 Sur,140
7059,A00000532,jul/17/2015 07:40 a. m.,4,h,Otro,jul/17/2015 07:40 a. m.,1,1,1,1,1,Carrera 48 X Calle 98 Sur,140
7060,A000265919,jul/17/2015 05:30 a. m.,3,h,Caida Ocupante,jul/17/2015 05:30 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,140
7061,A000265915,jul/15/2015 01:10 a. m.,1,h,Caida Ocupante,jul/15/2015 01:10 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 60,140
7062,A000265913,jul/15/2015 07:30 a. m.,3,h,Caida Ocupante,jul/15/2015 07:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,140
